NOT_ID,POLL_TYPE,POLLUTANT
599724,Contaminated Water,Firefighting Run-Off
646003,Contaminated Water,Firefighting Run-Off
700318,Contaminated Water,Firefighting Run-Off
795392,Contaminated Water,Firefighting Run-Off
828507,Contaminated Water,Firefighting Run-Off
912707,Contaminated Water,Firefighting Run-Off
924776,Contaminated Water,Firefighting Run-Off
928864,Contaminated Water,Firefighting Run-Off
995265,Contaminated Water,Firefighting Run-Off
1054428,Contaminated Water,Firefighting Run-Off
4860,Contaminated Water,Firefighting Run-Off
35588,Contaminated Water,Firefighting Run-Off
58745,Contaminated Water,Firefighting Run-Off
182086,Contaminated Water,Firefighting Run-Off
196746,Contaminated Water,Firefighting Run-Off
208157,Contaminated Water,Firefighting Run-Off
324864,Contaminated Water,Firefighting Run-Off
418682,Contaminated Water,Firefighting Run-Off
421168,Contaminated Water,Firefighting Run-Off
525992,Contaminated Water,Firefighting Run-Off
633564,Contaminated Water,Firefighting Run-Off
682140,Contaminated Water,Firefighting Run-Off
682882,Contaminated Water,Firefighting Run-Off
694636,Contaminated Water,Firefighting Run-Off
723099,Contaminated Water,Firefighting Run-Off
6999,Contaminated Water,Firefighting Run-Off
102987,Contaminated Water,Firefighting Run-Off
227642,Contaminated Water,Firefighting Run-Off
301559,Contaminated Water,Firefighting Run-Off
348407,Contaminated Water,Firefighting Run-Off
817783,Contaminated Water,Firefighting Run-Off
107930,Contaminated Water,Firefighting Run-Off
118733,Contaminated Water,Firefighting Run-Off
233543,Contaminated Water,Firefighting Run-Off
242805,Contaminated Water,Firefighting Run-Off
269881,Contaminated Water,Firefighting Run-Off
278032,Contaminated Water,Firefighting Run-Off
300495,Contaminated Water,Firefighting Run-Off
341840,Contaminated Water,Firefighting Run-Off
388795,Contaminated Water,Firefighting Run-Off
433799,Contaminated Water,Firefighting Run-Off
473887,Contaminated Water,Firefighting Run-Off
545883,Contaminated Water,Firefighting Run-Off
668540,Contaminated Water,Firefighting Run-Off
715954,Contaminated Water,Firefighting Run-Off
744381,Contaminated Water,Firefighting Run-Off
778159,Contaminated Water,Firefighting Run-Off
797819,Contaminated Water,Firefighting Run-Off
924442,Contaminated Water,Firefighting Run-Off
196826,Contaminated Water,Vegetable Washings
260035,Contaminated Water,Vegetable Washings
412706,Contaminated Water,Vegetable Washings
861963,Contaminated Water,Vegetable Washings
135536,Contaminated Water,Vegetable Washings
667980,Contaminated Water,Vegetable Washings
277280,Contaminated Water,Vegetable Washings
691429,Contaminated Water,Vegetable Washings
319285,Contaminated Water,Vegetable Washings
642882,Contaminated Water,Vegetable Washings
43571,Contaminated Water,Vegetable Washings
45045,Contaminated Water,Vegetable Washings
181446,Contaminated Water,Vegetable Washings
753504,Contaminated Water,Vegetable Washings
60277,Contaminated Water,Vegetable Washings
416485,Contaminated Water,Vegetable Washings
611632,Contaminated Water,Vegetable Washings
16646,Contaminated Water,Urban Run-Off
183577,Contaminated Water,Urban Run-Off
246223,Contaminated Water,Urban Run-Off
528441,Contaminated Water,Urban Run-Off
74524,Inorganic Chemicals/Products,Alkalis
706457,Inorganic Chemicals/Products,Alkalis
47985,Inorganic Chemicals/Products,Alkalis
84758,Inorganic Chemicals/Products,Alkalis
628378,Inorganic Chemicals/Products,Alkalis
142765,Inorganic Chemicals/Products,Alkalis
237611,Inorganic Chemicals/Products,Alkalis
571726,Inorganic Chemicals/Products,Alkalis
808445,Inorganic Chemicals/Products,Alkalis
915363,Inorganic Chemicals/Products,Alkalis
42504,Inorganic Chemicals/Products,Alkalis
133294,Inorganic Chemicals/Products,Alkalis
458715,Inorganic Chemicals/Products,Alkalis
955257,Inorganic Chemicals/Products,Alkalis
25670,Inorganic Chemicals/Products,Alkalis
215139,Inorganic Chemicals/Products,Alkalis
815137,Inorganic Chemicals/Products,Alkalis
914950,Inorganic Chemicals/Products,Alkalis
334359,Inorganic Chemicals/Products,Alkalis
151712,Inorganic Chemicals/Products,Alkalis
80982,Inorganic Chemicals/Products,Alkalis
266814,Inorganic Chemicals/Products,Alkalis
343124,Inorganic Chemicals/Products,Alkalis
603879,Inorganic Chemicals/Products,Alkalis
800847,Inorganic Chemicals/Products,Alkalis
1976,Inorganic Chemicals/Products,Alkalis
532067,Inorganic Chemicals/Products,Alkalis
535197,Inorganic Chemicals/Products,Alkalis
829848,Inorganic Chemicals/Products,Alkalis
107974,Inorganic Chemicals/Products,Alkalis
128795,Inorganic Chemicals/Products,Alkalis
283200,Inorganic Chemicals/Products,Alkalis
689246,Inorganic Chemicals/Products,Alkalis
105881,Inorganic Chemicals/Products,Alkalis
392472,Inorganic Chemicals/Products,Alkalis
197533,Inorganic Chemicals/Products,Alkalis
268689,Inorganic Chemicals/Products,Alkalis
59475,Inorganic Chemicals/Products,Ammonia Solutions
36232,Inorganic Chemicals/Products,Ammonia Solutions
843125,Inorganic Chemicals/Products,Ammonia Solutions
300723,Inorganic Chemicals/Products,Ammonia Solutions
55455,Inorganic Chemicals/Products,Ammonia Solutions
500597,Inorganic Chemicals/Products,Ammonia Solutions
1025621,Inorganic Chemicals/Products,Ammonia Solutions
891062,Inorganic Chemicals/Products,Ammonia Solutions
33745,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
33507,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
75128,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
201181,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
239790,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
238671,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
373909,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
475782,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
483024,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
631976,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
715106,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
1057369,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
284278,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
449615,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
791801,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
843034,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
21679,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
83745,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
86862,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
304870,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
464477,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
16137,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
43248,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
59920,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
82187,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
255764,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
276095,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
310717,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
991389,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
494,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
98801,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
125591,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
151884,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
165398,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
218125,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
336686,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
365909,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
661063,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
40423,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
42330,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
71039,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
184705,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
278112,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
323176,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
413248,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
67510,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
240711,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
578454,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
672600,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
815383,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
3521,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
48153,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
136373,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
248471,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
481391,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
590263,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
600206,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
739217,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
68107,Inorganic Chemicals/Products,Cyanides
315024,Inorganic Chemicals/Products,Cyanides
207093,Inorganic Chemicals/Products,Cyanides
95546,Inorganic Chemicals/Products,Cyanides
189832,Inorganic Chemicals/Products,Cyanides
7994,Inorganic Chemicals/Products,Cyanides
721835,Inorganic Chemicals/Products,Cyanides
64304,Inorganic Chemicals/Products,Cyanides
78657,Inorganic Chemicals/Products,Cyanides
105154,Inorganic Chemicals/Products,Cyanides
62528,Inorganic Chemicals/Products,Acids
81848,Inorganic Chemicals/Products,Acids
144518,Inorganic Chemicals/Products,Acids
207587,Inorganic Chemicals/Products,Acids
251855,Inorganic Chemicals/Products,Acids
293610,Inorganic Chemicals/Products,Acids
426942,Inorganic Chemicals/Products,Acids
653528,Inorganic Chemicals/Products,Acids
1057369,Inorganic Chemicals/Products,Acids
37469,Inorganic Chemicals/Products,Acids
94209,Inorganic Chemicals/Products,Acids
145429,Inorganic Chemicals/Products,Acids
538581,Inorganic Chemicals/Products,Acids
561808,Inorganic Chemicals/Products,Acids
772972,Inorganic Chemicals/Products,Acids
35676,Inorganic Chemicals/Products,Acids
53593,Inorganic Chemicals/Products,Acids
74524,Inorganic Chemicals/Products,Acids
75581,Inorganic Chemicals/Products,Acids
112884,Inorganic Chemicals/Products,Acids
136286,Inorganic Chemicals/Products,Acids
292722,Inorganic Chemicals/Products,Acids
367139,Inorganic Chemicals/Products,Acids
9472,Inorganic Chemicals/Products,Acids
47985,Inorganic Chemicals/Products,Acids
84758,Inorganic Chemicals/Products,Acids
111177,Inorganic Chemicals/Products,Acids
253859,Inorganic Chemicals/Products,Acids
402207,Inorganic Chemicals/Products,Acids
1026527,Inorganic Chemicals/Products,Acids
11552,Inorganic Chemicals/Products,Acids
18027,Inorganic Chemicals/Products,Acids
22669,Inorganic Chemicals/Products,Acids
95546,Inorganic Chemicals/Products,Acids
591953,Inorganic Chemicals/Products,Acids
20281,Pollutant Not Identified,Not Identified
60639,Pollutant Not Identified,Not Identified
69072,Pollutant Not Identified,Not Identified
82788,Pollutant Not Identified,Not Identified
85764,Pollutant Not Identified,Not Identified
97642,Pollutant Not Identified,Not Identified
108836,Pollutant Not Identified,Not Identified
126994,Pollutant Not Identified,Not Identified
97458,Pollutant Not Identified,Not Identified
152652,Pollutant Not Identified,Not Identified
174853,Pollutant Not Identified,Not Identified
190886,Pollutant Not Identified,Not Identified
192085,Pollutant Not Identified,Not Identified
227139,Pollutant Not Identified,Not Identified
239056,Pollutant Not Identified,Not Identified
242060,Pollutant Not Identified,Not Identified
248074,Pollutant Not Identified,Not Identified
257524,Pollutant Not Identified,Not Identified
259030,Pollutant Not Identified,Not Identified
260511,Pollutant Not Identified,Not Identified
264233,Pollutant Not Identified,Not Identified
282663,Pollutant Not Identified,Not Identified
283632,Pollutant Not Identified,Not Identified
258348,Pollutant Not Identified,Not Identified
309763,Pollutant Not Identified,Not Identified
318818,Pollutant Not Identified,Not Identified
330419,Pollutant Not Identified,Not Identified
333913,Pollutant Not Identified,Not Identified
335629,Pollutant Not Identified,Not Identified
334977,Pollutant Not Identified,Not Identified
341823,Pollutant Not Identified,Not Identified
